city,latitude,longitude,country,population
Salt Lake City,40.7776,-111.9311,United States,1183003
Srinagar,34.0911,74.8061,India,1180570
Nangandao,35.2992,113.8851,China,1179400
Neijiang,29.5872,105.0635,China,1179140
Raleigh,35.8324,-78.6429,United States,1179118
Chelyabinsk,55.15,61.4,Russia,1176770
Tripoli,32.8976,13.1753,Libya,1176296
Malang,-7.9689,112.6327,Indonesia,1175282
Aurangabad,19.88,75.32,India,1175116
Yingtan,28.2333,117,China,1175000
Cilacap,-7.7167,109.017,Indonesia,1174964
Xinhualu,34.3962,113.7249,China,1172237
Pikine,14.744,-17.4021,Senegal,1170791
Kananga,-5.8961,22.4167,Congo (Kinshasa),1170000
Fes,34.0433,-5.0033,Morocco,1167842
Bandar Lampung,-5.4294,105.2625,Indonesia,1166761
Shouguang,36.8833,118.7333,China,1163364
Rongcheng,29.8239,112.9019,China,1162770
Dhanbad,23.7928,86.435,India,1162472
Yingkou,40.6653,122.2297,China,1162213
Nay Pyi Taw,19.7475,96.115,Burma,1160242
Kaiyuan,36.0656,113.8153,China,1160000
Amritsar,31.6269,74.877,India,1159227
Ndjili,-4.4049,15.3736,Congo (Kinshasa),1157619
Krasnodar,45.0333,38.9833,Russia,1154885
Aden,12.8,45.0333,Yemen,1154410
Samara,53.1833,50.1167,Russia,1154223
Edmonton,53.5344,-113.4903,Canada,1151635
Langfang,39.5196,116.7006,China,1147591
Yongzhou,26.4515,111.5953,China,1146692
Zhuzhou,27.8407,113.1469,China,1145100
Ufa,54.7261,55.9475,Russia,1144809
Bujumbura,-3.3825,29.3611,Burundi,1143202
Rostov,47.2225,39.71,Russia,1143123
Maputo,-25.9689,32.5733,Mozambique,1133200
Bukavu,-2.4908,28.8428,Congo (Kinshasa),1133000
Shaoyang,32.9387,119.8404,China,1128204
Ulsan,35.55,129.3167,"Korea, South",1127553
Tbilisi,41.7225,44.7925,Georgia,1118035
Jiancheng,30.3931,104.5465,China,1117265
Sanya,18.2533,109.5036,China,1116100
Jinzhou,41.1144,121.1292,China,1111849
Oslo,59.9133,10.7389,Norway,1110887
Tunis,36.8008,10.18,Tunisia,1110000
Yingchuan,34.1511,113.4733,China,1109782
Yerevan,40.1814,44.5144,Armenia,1106300
Mwanza,-2.5167,32.9,Tanzania,1104521
Bien Hoa,10.9508,106.8221,Vietnam,1104000
Maracay,10.2469,-67.5958,Venezuela,1102088
Omsk,54.9667,73.3833,Russia,1101367
Sevilla,37.3886,-5.9956,Spain,1100000
Richmond,37.5295,-77.4756,United States,1098457
Tamale,9.4075,-0.8533,Ghana,1095808
Krasnoyarsk,56.0089,92.8719,Russia,1092851
N'Djamena,12.11,15.05,Chad,1092066
Ubungo,-6.7833,39.2,Tanzania,1086912
Marrakech,31.6295,-7.9811,Morocco,1085330
Tongjin,37.2361,127.2011,"Korea, South",1084817
Hanzhong,33.0794,107.026,China,1084448
Toulouse,43.6044,1.4433,France,1081726
Kisangani,0.5153,25.1911,Congo (Kinshasa),1081000
Ezhou,30.3972,114.8842,China,1079353
Astana,51.1333,71.4333,Kazakhstan,1078362
Zhufeng,36,119.4167,China,1078178
Nezahualcoyotl,19.3876,-98.9926,Mexico,1077208
Haora,22.58,88.3294,India,1077075
Ranchi,23.3556,85.3347,India,1073440
Ciudad Nezahualcoyotl,19.4006,-99.0148,Mexico,1072676
Gwalior,26.2125,78.1775,India,1069276
Ottawa,45.4247,-75.695,Canada,1068821
Haicheng,40.8523,122.7474,China,1067905
Trujillo,-8.1119,-79.0289,Peru,1067700
Boosaaso,11.2833,49.1833,Somalia,1067000
Bazhou,31.8576,106.7559,China,1064766
Lille,50.6319,3.0575,France,1063491
Goyang,37.6564,126.835,"Korea, South",1061929
Sendai,38.2682,140.8694,Japan,1061177
Hezhou,24.4164,111.5478,China,1060155
Barquisimeto,10.0678,-69.3467,Venezuela,1059092
Murang'a,-0.7203,37.1594,Kenya,1056640
Managua,12.1547,-86.2737,Nicaragua,1051236
Ejido Queretaro,32.55,-115.15,Mexico,1049792
Fangchenggang,21.6,108.3,China,1046068
Jiaozuo,35.229,113.2304,China,1044400
Voronezh,51.6717,39.2106,Russia,1041722
Hue,16.4561,107.5764,Vietnam,1040800
Huaibei,33.9562,116.789,China,1037863
Sao Luis,-2.53,-44.3028,Brazil,1037775
Memphis,35.1087,-89.9663,United States,1037125
Jodhpur,26.2944,73.0278,India,1033918
Matola,-25.9667,32.4667,Mozambique,1032197
Taizhou,28.6583,121.4221,China,1030200
Aba,5.1167,7.3667,Nigeria,1030121
Ashgabat,37.95,58.3833,Turkmenistan,1030063
Enugu,6.4403,7.4942,Nigeria,1029400
Rocas de Santo Domingo,-33.6333,-71.65,Chile,1029110
Santo Domingo,18.4625,-69.9361,Dominican Republic,1029110
Shaoguan,24.8011,113.5927,China,1028460
Perm,58.0139,56.2489,Russia,1027518
Chandigarh,30.7364,76.7883,India,1026459
Rotterdam,51.92,4.48,Netherlands,1026250
Cacuaco,-8.7833,13.3667,Angola,1025859
Shubra al Khaymah,30.1286,31.2422,Egypt,1025569
Zhumadian,32.9773,114.0253,China,1025543
Monrovia,6.3106,-10.8047,Liberia,1021762
Oklahoma City,35.4676,-97.5136,United States,1017828
Saltillo,25.4231,-100.9919,Mexico,1017806
Islamabad,33.6989,73.0369,Pakistan,1014825
Xinyi,22.3559,110.9369,China,1014577
Thu Duc,10.8486,106.7721,Vietnam,1013795
Volgograd,48.7086,44.5147,Russia,1012219
Odesa,46.4775,30.7326,Ukraine,1010537
Raipur,21.2379,81.6337,India,1010087
Changwon,35.2281,128.6811,"Korea, South",1009998
Arequipa,-16.3989,-71.5369,Peru,1008290
Warangal,17.9756,79.6011,India,1005938
Xingyi,25.091,104.9011,China,1004132
Hwasu-dong,37.2,126.7667,"Korea, South",1004079
Shuizhai,33.4433,114.8994,China,1003698
Kota,25.18,75.83,India,1001694
Quetta,30.1958,67.0172,Pakistan,1001205
Bareilly,28.364,79.415,India,1000000
Stockholm,59.3275,18.0547,Sweden,999239
Guatemala City,14.6417,-90.5133,Guatemala,994938
Bordeaux,44.8379,-0.5795,France,994920
Taixing,32.1724,120.0142,China,994445
Xingcheng,24.1681,115.6669,China,993000
Meizhou,24.2998,116.1191,China,992351
Hartford,41.7661,-72.6834,United States,990793
Lilongwe,-13.9864,33.7681,Malawi,989318
Xiaoganzhan,30.9273,113.911,China,988479
Louisville,38.1663,-85.6485,United States,988018
Jiaozhou,36.2481,119.9625,China,987820
Yingcheng,24.1878,113.4042,China,986400
Dezhou,37.4513,116.3105,China,986192
Luocheng,22.7645,111.5745,China,984100
Bogor,-6.5978,106.7993,Indonesia,982469
Zhaodong,46.0635,125.9773,China,980000
Pingdingshan,33.735,113.2999,China,979130
Esenyurt,41.047,28.658,Turkey,977489
Guang'an,30.4673,106.6336,China,976370
Chiba,35.6073,140.1064,Japan,975014
Kirkuk,35.4667,44.4,Iraq,975000
Meishan,34.1736,112.839,China,974541
Wuchuan,21.4283,110.7749,China,972400
Xingtai,37.0659,114.4753,China,971300
Xin'an,34.3662,118.3369,China,969922
Dnipro,48.4675,35.04,Ukraine,968502
Narayanganj,23.6167,90.5,Bangladesh,967951
Gqeberha,-33.918,25.5701,South Africa,967677
Huilong,31.8131,121.6574,China,967313
Malaga,36.7167,-4.4167,Spain,967250
Xichang,27.8983,102.2706,China,966000
Ma'anshan,31.6858,118.5101,China,965452
Cebu City,10.293,123.902,Philippines,965332
Puyang,35.7639,115.03,China,963512
Fort Worth,32.7817,-97.3474,United States,963194
Asmara,15.3333,38.9167,Eritrea,963000
Campo Grande,-20.4686,-54.6222,Brazil,962883
Shaoxing,30,120.5833,China,961200
Qingzhou,36.6967,118.4797,China,960882
Chenzhou,25.7989,113.0267,China,960000
Linfen,36.0812,111.5087,China,959198
Maceio,-9.6658,-35.735,Brazil,957916
Nada,19.5,109.5833,China,954259
Valparaiso,-33.0461,-71.6197,Chile,952000
Haiphong,20.8,106.6667,Vietnam,951770
Solapur,17.6703,75.9011,India,951558
Freetown,8.4872,-13.2356,Sierra Leone,951000
Qinbaling,35.7278,107.64,China,949200
Santo Domingo Este,18.4855,-69.8734,Dominican Republic,948855
Songnam,37.4386,127.1378,"Korea, South",948757
Vientiane,17.98,102.63,Laos,948487
Dushanbe,38.5731,68.7864,Tajikistan,948251
Anqiu,36.3619,119.1072,China,947723
Kermanshah,34.3167,47.0686,Iran,946651
Kibanseke Premiere,-4.4403,15.4134,Congo (Kinshasa),946372
Bridgeport,41.1918,-73.1954,United States,945974
Xianyang,34.3297,108.7092,China,945420
Sale,34.05,-6.8167,Morocco,945101
Huludao,40.7094,120.8378,China,944495
Nice,43.7019,7.2683,France,944321
Hubli,15.3108,75.0925,India,943788
Cankaya,39.8875,32.8567,Turkey,942553
Setagaya,35.6465,139.6532,Japan,940071
Zhangzhou,24.5093,117.6612,China,939943
Jerusalem,31.7767,35.2342,Israel,936425
Khartoum North,15.6333,32.6333,Sudan,936349
Kitakyushu,33.8834,130.8752,Japan,935084
Buffalo,42.9018,-78.8487,United States,934832
Aguascalientes,21.8808,-102.2961,Mexico,934424
Mudanjiang,44.5861,129.5997,China,930015
Khulna,22.8167,89.55,Bangladesh,928891
New Orleans,30.0687,-89.9288,United States,928503
Yuncheng,35.0304,110.998,China,928334
Chihuahua,28.6369,-106.0769,Mexico,925762
Taihe,30.8706,105.3784,China,924531
Mysore,12.3086,76.6531,India,920550
Chengde,40.9507,117.9567,China,920395
Kashgar,39.45,75.9833,China,920000
Oran,35.6969,-0.6331,Algeria,920000
Gdansk,54.3483,18.654,Poland,920000
Trichinopoly,10.8269,78.6928,India,916857
Cartagena,10.3997,-75.5144,Colombia,914552
Naucalpan de Juarez,19.4786,-99.2337,Mexico,913681
Naples,40.8358,14.2486,Italy,913462
Hengzhou,22.6896,109.2674,China,909400
Padang,-0.9556,100.3606,Indonesia,909040
Owerri,5.4833,7.0333,Nigeria,908109
Puxi,35.2125,114.735,China,905436
La Plata,-34.9333,-57.95,Argentina,904789
Bobo-Dioulasso,11.1833,-4.2833,Burkina Faso,903887
Lubango,-14.9167,13.5,Angola,903564
Donetsk,48.0158,37.8028,Ukraine,901645
Hermosillo,29.075,-110.9583,Mexico,899817
Libreville,0.4078,9.4403,Gabon,899000
Wuchang,44.9115,127.1501,China,897705
Sao Goncalo,-22.8269,-43.0539,Brazil,896744
Feicheng,36.186,116.772,China,894115
Bucaramanga,7.1186,-73.1161,Colombia,893040
Merida,20.97,-89.62,Mexico,892363
Yangchun,22.1717,111.7846,China,891800
Bantan,14.68,120.45,Philippines,891440
Tucson,32.1541,-110.8787,United States,890860
Bangui,4.3732,18.5628,Central African Republic,889231
Abeokuta,7.15,3.35,Nigeria,888924
Cancun,21.1614,-86.8248,Mexico,888797
Dongtai,32.8534,120.3037,China,888410
Moradabad,28.8389,78.7769,India,887871
Antipolo,14.5886,121.1757,Philippines,887399
Tabuk,28.3972,36.5789,Saudi Arabia,886036
El Alto,-16.5047,-68.1633,Bolivia,885035
Can Tho,10.1547,105.5005,Vietnam,882860
Afikpo,5.8833,7.9333,Nigeria,881611
As Sulaymaniyah,35.55,45.4333,Iraq,878146
Liaoyang,41.2643,123.1772,China,877832
Tiruppur,11.1075,77.3398,India,877778
Gaomi,36.3833,119.75,China,877393
Jamnagar,22.47,70.07,India,877000
Gurgaon,28.4667,77.0333,India,876824
Ar Ramadi,33.4258,43.2992,Iraq,874543
Aligarh,27.88,78.08,India,874408
Hai'an,32.532,120.4604,China,874334
Jalandhar,31.3256,75.5792,India,873725
Tyumen,57.15,65.5333,Russia,872077
Lhasa,29.6458,91.1408,China,867891
Banikoara,11.3,2.4333,Benin,867463
Yanjiang,30.1256,104.6397,China,867119
Ipoh,4.6,101.07,Malaysia,866772
El Paso,31.8476,-106.43,United States,866309
Viana,-8.9117,13.371,Angola,865863
Benxi,41.292,123.761,China,865215
Jiamusi,46.8081,130.3653,China,862555
Mexicali,32.636,-115.4759,Mexico,862360
Ikeja,6.6186,3.3426,Nigeria,861300
Wuzhou,23.4833,111.3167,China,859815
Weichanglu,37.1692,120.0176,China,859424
Taman Ria,4.6333,101.1167,Malaysia,858118
Pingxiang,27.6333,113.85,China,857716
Portsmouth,50.8058,-1.0872,United Kingdom,855679
Southampton,50.9025,-1.4042,United Kingdom,855569
Wuxi,26.5895,111.8481,China,853197
Pasig City,14.5605,121.0765,Philippines,853050
Leping,28.9632,117.1203,China,852800
Shache,38.4167,77.2406,China,851374
Pizhou,34.3422,118.0097,China,850815
Hailun,47.4585,126.9632,China,850000
Cheongju,36.6372,127.4897,"Korea, South",848000
Akure,7.25,5.195,Nigeria,847903
Ilorin,8.5,4.55,Nigeria,847582
Erbil,36.1911,44.0094,Iraq,846000
Kathmandu,27.71,85.32,Nepal,845767
Chengguan,35.5256,113.6976,China,845588
Tongling,30.9456,117.8114,China,842675
Turin,45.0792,7.6761,Italy,841600
Yuci,37.6803,112.7319,China,840000
Xinyu,27.795,114.9242,China,839487
Saratov,51.53,46.035,Russia,838042
Bhubaneshwar,20.295,85.825,India,837737
Cikarang,-6.364,107.178,Indonesia,837469
Omaha,41.2627,-96.0529,United States,836740
Huambo,-12.7667,15.7333,Angola,836293
Tongchuan,34.9057,108.9422,China,834437
Joao Pessoa,-7.12,-34.88,Brazil,833932
Samarinda,-0.5022,117.1536,Indonesia,831460
Sakai,34.5733,135.483,Japan,827277
Qingping,34.538,113.3796,China,826031
Cazenga,-8.8389,13.2958,Angola,823025
Jos,9.9333,8.8833,Nigeria,821618
McAllen,26.2252,-98.2467,United States,820752
Xiangtan,27.8431,112.9228,China,817600
Dandong,40.1167,124.3833,China,815858
Seberang Jaya,5.4083,100.3696,Malaysia,815767
Bhayandar,19.3,72.85,India,814655
Sao Bernardo do Campo,-23.6939,-46.565,Brazil,810729
Narela,28.85,77.1,India,809913
Culiacan,24.7903,-107.3878,Mexico,808416
Dadukou,26.5849,101.7149,China,806395
Kucukcekmece,41.0219,28.7772,Turkey,805930
Hengshui,37.7348,115.686,China,805000
Krakow,50.0614,19.9372,Poland,804237
Thessaloniki,40.6403,22.9356,Greece,802572
Shaoyang,27.2418,111.4725,China,802230
Blantyre,-15.7861,35.0058,Malawi,800264
Palermo,2.8883,-75.4339,Colombia,800000
Xigaze,29.25,88.8833,China,798153
Qamdo,31.1423,97.182,China,798067
Johor Bahru,1.4556,103.7611,Malaysia,797882
Katlehong,-26.3333,28.15,South Africa,797031
Cangzhou,38.3037,116.8452,China,795832
Nanping,26.6448,118.1728,China,795448
Laiyang,36.9758,120.7136,China,794986
Queretaro,20.5881,-100.3881,Mexico,794789
Qingnian,36.8494,115.7061,China,794529
George Town,5.4111,100.3356,Malaysia,794313
San Pedro Sula,15.5053,-88.0251,Honduras,793835
Danyang,31.9948,119.575,China,792584
Port Said,31.2625,32.3061,Egypt,791749
Niigata,37.9162,139.0364,Japan,790646
Dresden,51.0493,13.7381,Germany,790400
Hempstead,40.6629,-73.6089,United States,790202
Hamamatsu,34.7109,137.7262,Japan,788211
Zijinglu,34.7513,112.9854,China,785242
Kumila,35.2606,73.2183,Pakistan,784711
Chuzhou,32.3062,118.3115,China,782671
Bilbao,43.2631,-2.935,Spain,782000
Goma,-1.6794,29.2336,Congo (Kinshasa),781875
Cotonou,6.3667,2.4167,Benin,780000
Homs,34.7333,36.7167,Syria,775404
Zouping,36.8625,117.7424,China,774517
Xuanzhou,30.9475,118.7518,China,774332
Birmingham,33.5279,-86.7971,United States,773997
Bucheon,37.4989,126.7831,"Korea, South",772450
Dali,25.6811,100.3003,China,771128
Fuyang,30.0533,119.9519,China,771000
Korla,41.7646,86.1527,China,770000
Khujand,40.2794,69.6319,Tajikistan,770000
Hamhung,39.9167,127.5333,"Korea, North",768551
Vilnius,54.6872,25.28,Lithuania,767907
Fuxin,42.0127,121.6486,China,767888
Al `Ayn,24.2075,55.7447,United Arab Emirates,766936
Zaria,11.0667,7.7,Nigeria,766007
Albuquerque,35.1054,-106.6465,United States,765360
Anshun,26.2456,105.934,China,765313
Zhongba,31.7761,104.7406,China,762140
Bahawalpur,29.3956,71.6722,Pakistan,762111
Uberlandia,-18.9189,-48.2769,Brazil,761835
Sanhe,39.9808,117.0701,China,760107
Kaduna,10.5105,7.4165,Nigeria,760084
Winnipeg,49.8844,-97.1464,Canada,758515
Bagcilar,41.0344,28.8569,Turkey,757162
Baardheere,2.3447,42.2764,Somalia,755500
Shishgarh,28.72,79.32,India,753815
Maturin,9.7423,-63.1889,Venezuela,753254
Xiantao,30.3833,113.4,China,752155
At Ta'if,21.2667,40.4167,Saudi Arabia,751634
Ciudad Guayana,8.3224,-62.6897,Venezuela,751331
Natal,-5.795,-35.2089,Brazil,751300
Jawhar,2.7833,45.5,Somalia,750000
Nerima,35.7551,139.6585,Japan,749451
Cucuta,7.9075,-72.5047,Colombia,748948
Santo Andre,-23.6533,-46.528,Brazil,748919
Changsha,22.3762,112.6877,China,748777
Tulsa,36.1283,-95.9042,United States,747529
Gaalkacyo,6.7697,47.4308,Somalia,745000
Fuqing,25.7232,119.3735,China,744774
Dasmarinas,14.3294,120.9367,Philippines,744511
Klang,3.0333,101.45,Malaysia,744062
Pathlaiya,27.2005,84.9844,Nepal,743982
Thiruvananthapuram,8.4875,76.9525,India,743691
Morelia,19.7028,-101.1922,Mexico,743275
Nampula,-15.1167,39.2667,Mozambique,743000
Pendik,40.9106,29.2961,Turkey,741895
Jieyang,23.5533,116.3649,China,741674
Pretoria,-25.7464,28.1881,South Africa,741651
Cagayan de Oro,8.4833,124.65,Philippines,741617
Kyaukse,21.6131,96.1303,Burma,741071
Bouake,7.6833,-5.0331,Côte d’Ivoire,740000
Nehe,48.48,124.8738,China,740000
Cabinda,-5.5667,12.2,Angola,739182
Kumamoto,32.803,130.7079,Japan,738385
Kerman,30.2911,57.0678,Iran,738374
Sao Jose dos Campos,-23.1789,-45.8869,Brazil,737310
Ota-ku,35.5613,139.716,Japan,737187
Zaragoza,41.65,-0.8833,Spain,736649
Orumiyeh,37.5486,45.0675,Iran,736224
Charleston,32.8168,-79.9687,United States,734681
Dispur,26.15,91.77,India,734577
Quebec City,46.8139,-71.2081,Canada,733156
Yanggok,37.6367,127.2142,"Korea, South",732376
Fresno,36.783,-119.7939,United States,732197
Tshikapa,-6.4167,20.8,Congo (Kinshasa),732000
Ribeirao Preto,-21.1776,-47.8101,Brazil,731639
Yangquan,37.8576,113.5762,China,731228
Osogbo,7.7597,4.5761,Nigeria,731000
Suohe,34.7875,113.3839,China,730135
Hamilton,43.2567,-79.8692,Canada,729560
Songyang,34.4603,113.028,China,729332
Osasco,-23.5667,-46.7833,Brazil,728615
Anqing,30.5,117.0333,China,728501
Shuangqiao,35.0833,112.5833,China,727265
Chaohucun,31.6783,117.7353,China,727162
Manama,26.2167,50.5833,Bahrain,727000
Umraniye,41.0208,29.1204,Turkey,726758
Uvira,-3.3953,29.1378,Congo (Kinshasa),726000
Durgapur,23.55,87.32,India,726000
Sagamihara,35.5714,139.3731,Japan,725696
An Najaf,32.029,44.3396,Iraq,724700
Cencheng,22.9297,111.0186,China,724364
Sorocaba,-23.5019,-47.4578,Brazil,723574
Wuzhong,37.9874,106.1919,China,722400
General Santos,6.1167,125.1667,Philippines,722059
Zhoukou,33.625,114.6418,China,721300
Lingbao Chengguanzhen,34.5221,110.8786,China,721049
Lviv,49.8425,24.0322,Ukraine,720797
Laixi,36.8667,120.5333,China,720103
Okayama,34.6551,133.9196,Japan,720043
Sizhan,39.0099,106.3694,China,720000
Concepcion,-36.82,-73.0445,Chile,719944
Mississauga,43.6,-79.65,Canada,717961
Shihezi,44.3,86.0333,China,717000
Suez,29.9667,32.5333,Egypt,716458
Marka,1.7156,44.7703,Somalia,716361
Aksu,41.1664,80.25,China,715319
Valenzuela,14.6936,120.9656,Philippines,714978
Yatou,37.1653,122.4867,China,714211
Sylhet,24.9,91.8667,Bangladesh,712288
Jaboatao dos Guararapes,-8.1128,-35.015,Brazil,711330
Guankou,30.9933,103.624,China,710056
Zaporizhzhia,47.85,35.1175,Ukraine,710052
Jianshe,34.2189,113.7693,China,710033
Bhiwandi,19.3,73.0667,India,709665
Latakia,35.52,35.7781,Syria,709000
Bardibas,26.9917,85.8917,Nepal,707994
Bristol,51.4536,-2.5975,United Kingdom,707412
Saharanpur,29.964,77.546,India,705478
Heyuan,23.7503,114.6923,China,703607
Nampo,38.7333,125.4,"Korea, North",703317
Shiliguri,26.72,88.42,India,701489
Parachinar,33.8992,70.1008,Pakistan,700000
Jeju,33.5097,126.5219,"Korea, South",698358
Suihua,46.6384,126.9808,China,698025
Edogawa,35.7066,139.8683,Japan,697932
Rochester,43.168,-77.6162,United States,697898
Hamah,35.135,36.75,Syria,696863
Huangshi,30.2018,115.0326,China,695894
Avadi,13.1147,80.1098,India,695000
Xibeijie,39.737,98.5049,China,693959
Bauchi,10.3158,9.8442,Nigeria,693700
Salem,11.65,78.1667,India,693236
Sinnuris,29.4072,30.8667,Egypt,692701
Cocody,5.35,-3.9667,Côte d’Ivoire,692583
Nansana,0.37,32.525,Uganda,692478
Lokoja,7.8019,6.7442,Nigeria,692050
Guadalupe,25.6716,-100.2145,Mexico,691931
Cuiaba,-15.5958,-56.0969,Brazil,691875
Torreon,25.5439,-103.419,Mexico,690193
Karbala',32.6167,44.0333,Iraq,690100
Borvayeh-ye Al Bu `Aziz,31.6283,48.6147,Iran,690000
City of Paranaque,14.4978,120.9907,Philippines,689992
Leling,37.7333,117.2167,China,689867
Wuwei,37.9278,102.6329,China,688697
Jui,29.67,78.9098,India,687271
Amaldu,29.9333,78.5333,India,687271
Kimsar,34.5,74.5333,India,687271
Sinduri,30.7167,77.15,India,687271
Shizuoka,34.9756,138.3825,Japan,685589
Nantes,47.2172,-1.5539,France,683313
Jixi,45.2937,130.965,China,683232
Adachi,35.7749,139.8044,Japan,682326
Macau,22.19,113.5381,Macau,682100
Pontianak,-0.0833,109.3667,Indonesia,680880
Dayrut,27.5667,30.8167,Egypt,680817
Dhuusamarreeb,5.5375,46.3875,Somalia,680407
Rasht,37.2761,49.5886,Iran,679995
Zhongshu,27.8116,106.4133,China,679624
Tasikmalaya,-7.3258,108.2202,Indonesia,678027
Kochi,9.9667,76.2833,India,677381
Soledad,10.9097,-74.7858,Colombia,676014
Cape Coral,26.6443,-81.9957,United States,675797
Gothenburg,57.7075,11.9675,Sweden,674529
Contagem,-19.9319,-44.0539,Brazil,673849
Wroclaw,51.11,17.0325,Poland,673531
Acapulco de Juarez,16.8629,-99.887,Mexico,673478
Gorakhpur,26.7611,83.3667,India,673446
Kumul,42.8322,93.5155,China,673383
Murcia,37.9833,-1.1303,Spain,672773
Dayton,39.7805,-84.2003,United States,672634
Guntur,16.3,80.45,India,670073
Ch'ongjin,41.7833,129.7833,"Korea, North",667929
Hebi,35.7497,114.2887,China,667600
Yiyang,28.5833,112.3333,China,666600
Puyang Chengguanzhen,35.7051,115.0141,China,666322
Bulawayo,-20.1667,28.5667,Zimbabwe,665940
Wenchang,31.054,116.9507,China,664455
Zagreb,45.8131,15.9772,Croatia,663592
Tolyatti,53.5167,49.4167,Russia,662683
Makhachkala,42.9825,47.505,Russia,662660
Banjarmasin,-3.3144,114.5923,Indonesia,662230
Catia La Mar,10.6038,-67.0303,Venezuela,661897
Cochabamba,-17.3935,-66.157,Bolivia,661484
Bacoor,14.4624,120.9645,Philippines,661381
Feira de Santana,-12.2669,-38.9669,Brazil,660806
Al Hufuf,25.3608,49.5997,Saudi Arabia,660788
Jalingo,8.9195,11.3264,Nigeria,660213
Weinan,34.4996,109.4684,China,660000
Sfax,34.74,10.76,Tunisia,660000
Sargodha,32.0836,72.6711,Pakistan,659862
Karaikandi,24.8309,92.6143,India,659260
Durango,24.0228,-104.6544,Mexico,658786
Ch'onan,36.81,127.1475,"Korea, South",656583
Brampton,43.6833,-79.7667,Canada,656480
Abomey-Calavi,6.4486,2.3556,Benin,656358
Soacha,4.5781,-74.2144,Colombia,655025
Baton Rouge,30.442,-91.1311,United States,654357
Tlalnepantla,19.5367,-99.1947,Mexico,653410
Jeonju,35.8219,127.1489,"Korea, South",653055
Xiping,25.5978,103.7961,China,652604
San Jose del Monte,14.8131,121.0464,Philippines,651813
Jieshou,33.2605,115.3618,China,650870
Tlaquepaque,20.6369,-103.3096,Mexico,650123
Osh,40.5333,72.7833,Kyrgyzstan,650000
Lodz,51.75,19.4667,Poland,648711
Mission Viejo,33.6096,-117.6551,United States,647990
Guixi,28.2861,117.2083,China,647240
Allentown,40.5961,-75.4756,United States,644758
Honcho,35.6947,139.9826,Japan,644668
Zhugang,28.1277,121.2288,China,644014
